int,gamma,delta,theta,alpha,mu,v
0.006455005,0.339342017,11.90742305,-0.401423429,35.25117226,3.679976821,0.799427639
0.000185545,1.119077299,21.83906127,-1.17337889,32.10289695,1.179365953,1.574590762
0.007020168,1.409302296,24.20974726,-1.057786353,22.64801867,0.722892264,1.561428368
-0.002674142,1.282890878,21.83906127,-1.377156415,32.10289695,1.179365953,1.574590762
-0.001671761,1.1138321,21.83906127,-1.142872443,32.10289695,1.179365953,1.574590762
-0.002122359,0.896692047,21.83906127,-0.83737928,32.10289695,1.179365953,1.574590762
0.010772646,1.37414838,24.20974726,-1.021754586,22.64801867,0.722892264,1.561428368
-0.000743633,1.157492586,21.83906127,-1.19895561,32.10289695,1.179365953,1.574590762
-0.002644141,1.106608185,21.83906127,-1.091827945,32.10289695,1.179365953,1.574590762
0.002978009,1.53980484,24.20974726,-1.140760169,22.64801867,0.722892264,1.561428368
-0.00915122,-1.301011836,4.46373928,1.123572629,2.338870118,-11.54775927,10.54548438
-0.006428997,1.129477334,21.83906127,-1.145296183,32.10289695,1.179365953,1.574590762
-0.001691665,1.11188626,21.83906127,-1.10259694,32.10289695,1.179365953,1.574590762
-0.013965253,0.262800537,5.252729568,-0.36242438,19.02009702,1.493827363,1.073912626
0.004953459,-0.841661923,4.46373928,0.74443793,2.338870118,-11.54775927,10.54548438
-0.017499888,1.321868749,21.83906127,-1.346768269,32.10289695,1.179365953,1.574590762
-0.010339204,1.277853175,21.83906127,-1.323086339,32.10289695,1.179365953,1.574590762
0.003991455,1.250315438,24.20974726,-0.895318631,22.64801867,0.722892264,1.561428368
-0.003138031,0.378623591,11.90742305,-0.483007245,35.25117226,3.679976821,0.799427639
-0.009429523,1.208821085,21.83906127,-1.212245015,32.10289695,1.179365953,1.574590762
-0.007643153,1.292648574,21.83906127,-1.383823887,32.10289695,1.179365953,1.574590762
-0.007640894,-0.966735607,4.46373928,0.851686921,2.338870118,-11.54775927,10.54548438
0.0024902,0.277341045,11.90742305,-0.234964581,35.25117226,3.679976821,0.799427639
0.00504925,13.35502986,22.33980395,-12.82896441,21.8596375,-3.605342016,1.583743082
1.22E-05,-1.059839075,4.46373928,0.922166201,2.338870118,-11.54775927,10.54548438
0.006601771,13.76648649,22.33980395,-13.23643675,21.8596375,-3.605342016,1.583743082
0.004474873,1.065668927,21.83906127,-1.091690559,32.10289695,1.179365953,1.574590762
-0.006270945,0.378941951,11.90742305,-0.439835104,35.25117226,3.679976821,0.799427639
-0.00580712,1.155608949,21.83906127,-1.177271192,32.10289695,1.179365953,1.574590762
0.009665055,1.029589708,21.83906127,-1.082520053,32.10289695,1.179365953,1.574590762
0.006329919,1.103892942,21.83906127,-1.147796758,32.10289695,1.179365953,1.574590762
0.009853641,0.888877329,21.83906127,-0.840327822,32.10289695,1.179365953,1.574590762
-0.004102554,7.003723418,27.82410651,-8.235250323,35.76400819,-3.176982476,1.403557444
-0.002538972,1.15982997,21.83906127,-1.188918574,32.10289695,1.179365953,1.574590762
-0.003841966,0.925849111,21.83906127,-0.867383484,32.10289695,1.179365953,1.574590762
-0.007522076,1.435849745,21.83906127,-1.566147699,32.10289695,1.179365953,1.574590762
0.012079036,1.195377324,24.20974726,-0.848450954,22.64801867,0.722892264,1.561428368
0.012220672,11.7435115,22.33980395,-11.25891115,21.8596375,-3.605342016,1.583743082
-0.007516711,1.041698376,21.83906127,-1.015799702,32.10289695,1.179365953,1.574590762
-0.012749355,1.262722255,21.83906127,-1.315714598,32.10289695,1.179365953,1.574590762
-0.009802354,1.820277349,24.20974726,-1.393596423,22.64801867,0.722892264,1.561428368
-0.001096194,1.007215009,21.83906127,-0.972597614,32.10289695,1.179365953,1.574590762
0.015994239,0.962191646,21.83906127,-0.989402681,32.10289695,1.179365953,1.574590762
-0.011017017,1.993327221,24.20974726,-1.537845333,22.64801867,0.722892264,1.561428368
0.013988122,-0.70021699,4.46373928,0.623578065,2.338870118,-11.54775927,10.54548438
-0.013464677,1.428201432,21.83906127,-1.545108839,32.10289695,1.179365953,1.574590762
0.002121418,1.161946624,21.83906127,-1.234815433,32.10289695,1.179365953,1.574590762
-0.008053683,1.795520922,24.20974726,-1.372865899,22.64801867,0.722892264,1.561428368
-0.010195505,1.343202228,21.83906127,-1.430574736,32.10289695,1.179365953,1.574590762
0.011308731,9.790770216,22.33980395,-9.344653724,21.8596375,-3.605342016,1.583743082
7.95E-05,1.083847619,21.83906127,-1.119010547,32.10289695,1.179365953,1.574590762
0.004192531,-1.120790803,4.46373928,0.967707355,2.338870118,-11.54775927,10.54548438
0.009778448,1.292058291,24.20974726,-0.945644403,22.64801867,0.722892264,1.561428368
-0.002425734,1.238966583,21.83906127,-1.30437256,32.10289695,1.179365953,1.574590762
-0.005311209,-1.458140125,4.46373928,1.244048055,2.338870118,-11.54775927,10.54548438
-0.011372901,-1.65315077,4.46373928,1.400076389,2.338870118,-11.54775927,10.54548438
-0.004402223,1.197509089,21.83906127,-1.24769551,32.10289695,1.179365953,1.574590762
0.015267163,-0.794923699,4.46373928,0.698040557,2.338870118,-11.54775927,10.54548438
0.011222316,1.315687335,24.20974726,-0.972807103,22.64801867,0.722892264,1.561428368
-0.002318401,-1.199452882,4.46373928,1.03561834,2.338870118,-11.54775927,10.54548438
0.00831783,12.92880564,22.33980395,-12.40451634,21.8596375,-3.605342016,1.583743082
-0.004294266,1.28882235,21.83906127,-1.360468187,32.10289695,1.179365953,1.574590762
0.007184387,1.132274281,24.20974726,-0.796796984,22.64801867,0.722892264,1.561428368
-0.006876328,1.085467,21.83906127,-1.075558823,32.10289695,1.179365953,1.574590762
-0.005857801,1.26332318,21.83906127,-1.316459518,32.10289695,1.179365953,1.574590762
0.012032363,1.229724574,24.20974726,-0.893353209,22.64801867,0.722892264,1.561428368
-0.002829547,1.324555683,21.83906127,-1.407889253,32.10289695,1.179365953,1.574590762
-0.001821316,1.20707881,21.83906127,-1.265629507,32.10289695,1.179365953,1.574590762
0.013256315,0.79892658,21.83906127,-0.744020418,32.10289695,1.179365953,1.574590762
-0.005180155,1.688221167,24.20974726,-1.265807063,22.64801867,0.722892264,1.561428368
-0.004060067,1.537299667,24.20974726,-1.137966947,22.64801867,0.722892264,1.561428368
-0.000935041,1.063355404,21.83906127,-1.056820345,32.10289695,1.179365953,1.574590762
0.007787364,1.345353256,24.20974726,-0.991330502,22.64801867,0.722892264,1.561428368
0.004511331,5.601019886,27.82410651,-6.563420907,35.76400819,-3.176982476,1.403557444
0.000585579,1.544854402,24.20974726,-1.156175186,22.64801867,0.722892264,1.561428368
-0.004793837,1.766672404,24.20974726,-1.357777715,22.64801867,0.722892264,1.561428368
-0.00803537,-1.242845628,4.46373928,1.073590034,2.338870118,-11.54775927,10.54548438
0.005887971,1.691671508,24.20974726,-1.306203517,22.64801867,0.722892264,1.561428368
0.009389633,1.424870154,24.20974726,-1.072627014,22.64801867,0.722892264,1.561428368
-0.00765618,-1.285090466,4.46373928,1.111820244,2.338870118,-11.54775927,10.54548438
0.002967962,1.822707987,24.20974726,-1.436023812,22.64801867,0.722892264,1.561428368
0.014265083,9.658991575,22.33980395,-9.226868341,21.8596375,-3.605342016,1.583743082
0.006933566,1.089069292,21.83906127,-1.135300317,32.10289695,1.179365953,1.574590762
-0.001475135,0.353872755,11.90742305,-0.39680483,35.25117226,3.679976821,0.799427639
-0.016159378,1.304296816,21.83906127,-1.339880683,32.10289695,1.179365953,1.574590762
0.001047882,0.934335416,21.83906127,-0.8817357,32.10289695,1.179365953,1.574590762
-0.009775743,-1.389910645,4.46373928,1.192827551,2.338870118,-11.54775927,10.54548438
0.001132955,0.873443275,21.83906127,-0.820367406,32.10289695,1.179365953,1.574590762
-0.007978949,1.126577775,21.83906127,-1.116611548,32.10289695,1.179365953,1.574590762
0.009527806,1.514877951,24.20974726,-1.158417031,22.64801867,0.722892264,1.561428368
0.002657818,5.240521113,27.82410651,-6.080118026,35.76400819,-3.176982476,1.403557444
-0.004982798,7.211718122,27.82410651,-8.516611511,35.76400819,-3.176982476,1.403557444
0.013609724,1.262239449,24.20974726,-0.91903105,22.64801867,0.722892264,1.561428368
-0.005997991,1.103882297,21.83906127,-1.109061259,32.10289695,1.179365953,1.574590762
0.004004079,0.284927136,11.90742305,-0.261833684,35.25117226,3.679976821,0.799427639
-0.008184855,1.3169406,21.83906127,-1.415909226,32.10289695,1.179365953,1.574590762
-0.014608419,1.184234932,21.83906127,-1.174695264,32.10289695,1.179365953,1.574590762
-0.015613386,1.279346455,21.83906127,-1.313585643,32.10289695,1.179365953,1.574590762
-0.002163229,1.169015784,21.83906127,-1.19611854,32.10289695,1.179365953,1.574590762
0.0084749,-7.436042078,35.5383946,2.559375685,6.418583899,-2.377564874,8.415177314
-0.007774453,1.255407779,21.83906127,-1.329074316,32.10289695,1.179365953,1.574590762
-0.003460263,1.125929422,21.83906127,-1.136100202,32.10289695,1.179365953,1.574590762
0.005966899,1.90389781,24.20974726,-1.504840613,22.64801867,0.722892264,1.561428368
-0.001215151,1.480925096,24.20974726,-1.088103353,22.64801867,0.722892264,1.561428368
0.003047805,-0.850308491,4.46373928,0.753346071,2.338870118,-11.54775927,10.54548438
0.00142707,1.715067517,24.20974726,-1.331057347,22.64801867,0.722892264,1.561428368
-0.016973777,2.236228967,24.20974726,-1.779467969,22.64801867,0.722892264,1.561428368
-0.005959591,-1.059258798,4.46373928,0.927554664,2.338870118,-11.54775927,10.54548438
0.004222014,1.34006331,24.20974726,-0.974623574,22.64801867,0.722892264,1.561428368
0.002042416,1.397860833,24.20974726,-1.020485137,22.64801867,0.722892264,1.561428368
-0.001054261,1.620865908,24.20974726,-1.216750587,22.64801867,0.722892264,1.561428368
0.003088104,1.173136117,21.83906127,-1.233451467,32.10289695,1.179365953,1.574590762
0.008606038,-1.034684104,4.46373928,0.895209173,2.338870118,-11.54775927,10.54548438
-0.006230416,1.214336566,21.83906127,-1.266386351,32.10289695,1.179365953,1.574590762
0.010208629,0.089337511,4.599848934,-0.198643696,44.72868634,15.01396387,0.903234339
-0.008033425,2.028403033,24.20974726,-1.588075652,22.64801867,0.722892264,1.561428368
0.001551914,1.492167232,24.20974726,-1.110879689,22.64801867,0.722892264,1.561428368
-0.005280611,-1.240892714,4.46373928,1.072317241,2.338870118,-11.54775927,10.54548438
-0.00154211,1.646734624,24.20974726,-1.245413706,22.64801867,0.722892264,1.561428368
-0.007232271,1.27153404,21.83906127,-1.338582753,32.10289695,1.179365953,1.574590762
-0.00062663,0.408575664,11.90742305,-0.535882003,35.25117226,3.679976821,0.799427639
-0.005297306,2.099506102,24.20974726,-1.663024514,22.64801867,0.722892264,1.561428368
-0.001137725,-1.322152227,4.46373928,1.131158404,2.338870118,-11.54775927,10.54548438
0.003555534,1.272293784,24.20974726,-0.903136358,22.64801867,0.722892264,1.561428368
0.004830266,5.674676832,27.82410651,-6.621446071,35.76400819,-3.176982476,1.403557444
-0.005015632,1.818265653,24.20974726,-1.401181419,22.64801867,0.722892264,1.561428368
0.009377746,0.92457454,21.83906127,-0.908751417,32.10289695,1.179365953,1.574590762
-0.003959416,5.860819302,27.82410651,-6.816283439,35.76400819,-3.176982476,1.403557444
-0.004879642,6.381046122,27.82410651,-7.460811954,35.76400819,-3.176982476,1.403557444
-0.010391526,1.441734846,21.83906127,-1.56507294,32.10289695,1.179365953,1.574590762
0.000229394,1.839525184,24.20974726,-1.443720429,22.64801867,0.722892264,1.561428368
0.005987502,1.573575375,24.20974726,-1.195244554,22.64801867,0.722892264,1.561428368
0.002223423,0.991242711,21.83906127,-0.962575059,32.10289695,1.179365953,1.574590762
0.007853844,4.714865378,27.82410651,-5.46131393,35.76400819,-3.176982476,1.403557444
0.001530779,1.379142899,21.83906127,-1.509631927,32.10289695,1.179365953,1.574590762
0.013154812,9.671034101,22.33980395,-9.2158744,21.8596375,-3.605342016,1.583743082
0.01087278,1.342754212,24.20974726,-0.992790944,22.64801867,0.722892264,1.561428368
0.008665106,0.919660352,21.83906127,-0.905118448,32.10289695,1.179365953,1.574590762
-0.006087695,1.264795372,21.83906127,-1.340706601,32.10289695,1.179365953,1.574590762
-0.005616994,1.105537562,21.83906127,-1.114360875,32.10289695,1.179365953,1.574590762
-0.001425394,1.751730374,24.20974726,-1.356773304,22.64801867,0.722892264,1.561428368
0.000103228,0.975268108,21.83906127,-0.932664536,32.10289695,1.179365953,1.574590762
0.006651361,-1.264840772,4.46373928,1.076130566,2.338870118,-11.54775927,10.54548438
-0.001467342,1.795130045,24.20974726,-1.394826703,22.64801867,0.722892264,1.561428368
-0.001547553,1.067796751,21.83906127,-1.067861429,32.10289695,1.179365953,1.574590762
-0.003455963,1.967655206,24.20974726,-1.545141609,22.64801867,0.722892264,1.561428368
-0.010571356,1.423299986,21.83906127,-1.545366645,32.10289695,1.179365953,1.574590762
0.000606555,1.122873146,21.83906127,-1.174676247,32.10289695,1.179365953,1.574590762
-0.019682732,1.555621431,21.83906127,-1.683934739,32.10289695,1.179365953,1.574590762
-0.002112425,1.023372212,21.83906127,-1.000608155,32.10289695,1.179365953,1.574590762
-0.010075749,1.148275644,21.83906127,-1.157165418,32.10289695,1.179365953,1.574590762
0.01188985,9.640167427,22.33980395,-9.19984643,21.8596375,-3.605342016,1.583743082
-0.010448465,1.433847552,21.83906127,-1.568505853,32.10289695,1.179365953,1.574590762
0.002164834,1.050629413,21.83906127,-1.070633856,32.10289695,1.179365953,1.574590762
-0.009154693,1.795222571,24.20974726,-1.363781943,22.64801867,0.722892264,1.561428368
-0.00278761,5.70231025,27.82410651,-6.639769136,35.76400819,-3.176982476,1.403557444
0.008439895,0.997844635,21.83906127,-1.01458541,32.10289695,1.179365953,1.574590762
0.004037488,1.142329506,21.83906127,-1.213664349,32.10289695,1.179365953,1.574590762
0.002266129,0.099938326,4.599848934,-0.242421867,44.72868634,15.01396387,0.903234339
0.000989074,1.141166179,21.83906127,-1.195975,32.10289695,1.179365953,1.574590762
0.001783124,1.071307739,21.83906127,-1.079914226,32.10289695,1.179365953,1.574590762
-0.011560297,1.301011075,21.83906127,-1.343534133,32.10289695,1.179365953,1.574590762
-0.00860619,1.142412772,21.83906127,-1.143844329,32.10289695,1.179365953,1.574590762
-0.008228977,1.325710023,21.83906127,-1.401578374,32.10289695,1.179365953,1.574590762
-0.000990662,15.14963343,22.33980395,-14.57054825,21.8596375,-3.605342016,1.583743082
0.010090697,-0.844195632,4.46373928,0.740769595,2.338870118,-11.54775927,10.54548438
0.006790604,5.583091208,27.82410651,-6.529541619,35.76400819,-3.176982476,1.403557444
0.003204465,1.56592969,24.20974726,-1.18531225,22.64801867,0.722892264,1.561428368
0.013694515,1.268296247,24.20974726,-0.933471731,22.64801867,0.722892264,1.561428368
-0.004209251,1.662806351,24.20974726,-1.265731381,22.64801867,0.722892264,1.561428368
0.004965432,0.9701012,21.83906127,-0.950426806,32.10289695,1.179365953,1.574590762
-0.006143432,2.014786662,24.20974726,-1.594427206,22.64801867,0.722892264,1.561428368
0.010013069,8.379173479,22.33980395,-7.949345005,21.8596375,-3.605342016,1.583743082
-0.005285196,1.128644017,21.83906127,-1.154781987,32.10289695,1.179365953,1.574590762
-6.33E-05,1.064679005,21.83906127,-1.071435324,32.10289695,1.179365953,1.574590762
-0.016529817,1.333604613,21.83906127,-1.374128607,32.10289695,1.179365953,1.574590762
0.007776714,0.288383556,11.90742305,-0.263236162,35.25117226,3.679976821,0.799427639
0.000392886,1.167675967,21.83906127,-1.21709215,32.10289695,1.179365953,1.574590762
-0.012746412,1.26287667,21.83906127,-1.29416055,32.10289695,1.179365953,1.574590762
0.011078861,9.56196034,22.33980395,-9.133479997,21.8596375,-3.605342016,1.583743082
-0.006463628,-1.02476656,4.46373928,0.901114039,2.338870118,-11.54775927,10.54548438
-0.002415914,1.498388771,24.20974726,-1.114139483,22.64801867,0.722892264,1.561428368
-0.001188526,1.031458333,21.83906127,-1.006057447,32.10289695,1.179365953,1.574590762
-0.002342512,1.089436386,21.83906127,-1.083542932,32.10289695,1.179365953,1.574590762
-0.001180818,-1.052107707,4.46373928,0.914345942,2.338870118,-11.54775927,10.54548438
-0.011420601,6.303953281,27.82410651,-7.320717508,35.76400819,-3.176982476,1.403557444
-0.006526223,2.039661193,24.20974726,-1.612091501,22.64801867,0.722892264,1.561428368
0.004610364,6.391703562,27.82410651,-7.516708108,35.76400819,-3.176982476,1.403557444
0.007045916,0.93358131,21.83906127,-0.910131381,32.10289695,1.179365953,1.574590762
-0.001935806,1.263334323,21.83906127,-1.363055612,32.10289695,1.179365953,1.574590762
0.013658835,9.44996966,22.33980395,-9.017673926,21.8596375,-3.605342016,1.583743082
-0.00486171,1.136634763,21.83906127,-1.158698448,32.10289695,1.179365953,1.574590762
-0.003634176,1.58174169,24.20974726,-1.173535642,22.64801867,0.722892264,1.561428368
-0.000578579,1.055138996,21.83906127,-1.053777449,32.10289695,1.179365953,1.574590762
0.001467816,1.444038333,24.20974726,-1.066939954,22.64801867,0.722892264,1.561428368
0.007247613,12.31950576,22.33980395,-11.81460207,21.8596375,-3.605342016,1.583743082
0.005376745,1.294250296,24.20974726,-0.936897395,22.64801867,0.722892264,1.561428368
-0.004275089,0.373574023,11.90742305,-0.43018132,35.25117226,3.679976821,0.799427639
-0.010282247,1.320628573,21.83906127,-1.416609004,32.10289695,1.179365953,1.574590762
0.007067234,13.49814967,22.33980395,-12.98051531,21.8596375,-3.605342016,1.583743082
0.011762782,1.449879423,24.20974726,-1.11533043,22.64801867,0.722892264,1.561428368
0.013636646,9.673221192,22.33980395,-9.2266812,21.8596375,-3.605342016,1.583743082
0.005142309,1.30218434,24.20974726,-0.942980229,22.64801867,0.722892264,1.561428368
0.006753175,8.800692923,22.33980395,-8.354199814,21.8596375,-3.605342016,1.583743082
0.020266395,7.706560028,22.33980395,-7.31756333,21.8596375,-3.605342016,1.583743082
-0.014018214,0.409473231,11.90742305,-0.516991298,35.25117226,3.679976821,0.799427639
-0.010011583,1.713243721,24.20974726,-1.290460754,22.64801867,0.722892264,1.561428368
-0.006761837,1.804642686,24.20974726,-1.37681506,22.64801867,0.722892264,1.561428368
-0.002039326,-1.313173741,4.46373928,1.124501108,2.338870118,-11.54775927,10.54548438
0.002602567,13.43920075,22.33980395,-12.89746114,21.8596375,-3.605342016,1.583743082
0.000439729,-0.860986053,4.46373928,0.764011889,2.338870118,-11.54775927,10.54548438
0.007527378,0.093758362,4.599848934,-0.224274755,44.72868634,15.01396387,0.903234339
0.001902819,0.98366342,21.83906127,-0.979309123,32.10289695,1.179365953,1.574590762
-0.011920874,1.430962863,21.83906127,-1.550863619,32.10289695,1.179365953,1.574590762
-0.001193078,-0.858751473,4.46373928,0.763056952,2.338870118,-11.54775927,10.54548438
0.013260621,-8.219755261,35.5383946,2.808614028,6.418583899,-2.377564874,8.415177314
0.00425233,12.33825285,22.33980395,-11.84017864,21.8596375,-3.605342016,1.583743082
0.006454396,1.339828782,24.20974726,-0.986260483,22.64801867,0.722892264,1.561428368
0.011093253,1.563306726,24.20974726,-1.202554071,22.64801867,0.722892264,1.561428368
-0.005071988,1.216356379,21.83906127,-1.256385716,32.10289695,1.179365953,1.574590762
-0.012573486,1.36752835,21.83906127,-1.448432278,32.10289695,1.179365953,1.574590762
-0.006381767,1.423917553,21.83906127,-1.576711907,32.10289695,1.179365953,1.574590762
6.60E-05,1.212552953,21.83906127,-1.293863873,32.10289695,1.179365953,1.574590762
0.001285143,0.32979798,11.90742305,-0.370724289,35.25117226,3.679976821,0.799427639
-0.005381147,1.306297093,21.83906127,-1.40834816,32.10289695,1.179365953,1.574590762
0.006790428,6.011298467,27.82410651,-7.06551408,35.76400819,-3.176982476,1.403557444
6.76E-05,6.623847326,27.82410651,-7.787976851,35.76400819,-3.176982476,1.403557444
-0.01241068,1.339855286,21.83906127,-1.414249921,32.10289695,1.179365953,1.574590762
-0.000212306,1.511046695,24.20974726,-1.126996576,22.64801867,0.722892264,1.561428368
-0.009317897,6.754796616,27.82410651,-7.897229505,35.76400819,-3.176982476,1.403557444
-0.015771667,1.221875599,21.83906127,-1.235603246,32.10289695,1.179365953,1.574590762
0.007777346,1.618395877,24.20974726,-1.247110229,22.64801867,0.722892264,1.561428368
-0.01074779,8.789257068,27.82410651,-10.43008821,35.76400819,-3.176982476,1.403557444
-0.00989932,1.305504747,21.83906127,-1.3766875,32.10289695,1.179365953,1.574590762
0.007436893,1.260559904,24.20974726,-0.890857043,22.64801867,0.722892264,1.561428368
0.011946361,-9.410444736,35.5383946,3.200307333,6.418583899,-2.377564874,8.415177314
0.007828476,13.08809032,22.33980395,-12.57892794,21.8596375,-3.605342016,1.583743082
0.001738295,1.304298322,24.20974726,-0.937505733,22.64801867,0.722892264,1.561428368
0.004782633,1.359397942,24.20974726,-1.008346475,22.64801867,0.722892264,1.561428368
0.003890595,15.28237199,22.33980395,-14.7256679,21.8596375,-3.605342016,1.583743082
0.003270178,1.056340041,21.83906127,-1.077226621,32.10289695,1.179365953,1.574590762
0.003780043,1.334492307,24.20974726,-0.970596831,22.64801867,0.722892264,1.561428368
-0.005815715,1.410015279,24.20974726,-1.00478676,22.64801867,0.722892264,1.561428368
0.02128348,1.047624188,24.20974726,-0.732299755,22.64801867,0.722892264,1.561428368
0.00276612,6.109845154,27.82410651,-7.144692057,35.76400819,-3.176982476,1.403557444
0.003204348,1.347446123,24.20974726,-0.975439042,22.64801867,0.722892264,1.561428368
-0.015127217,0.262327355,5.252729568,-0.358164874,19.02009702,1.493827363,1.073912626
-0.000771651,0.10643543,4.599848934,-0.232745936,44.72868634,15.01396387,0.903234339
-0.007107081,1.187491483,21.83906127,-1.199610384,32.10289695,1.179365953,1.574590762
0.003954065,1.372201284,24.20974726,-0.999154882,22.64801867,0.722892264,1.561428368
0.004204188,1.342279715,24.20974726,-0.978763833,22.64801867,0.722892264,1.561428368
-0.006770688,1.299530153,21.83906127,-1.387110481,32.10289695,1.179365953,1.574590762
0.018624013,10.41855652,22.33980395,-9.956985589,21.8596375,-3.605342016,1.583743082
0.001159835,1.755090389,24.20974726,-1.361194942,22.64801867,0.722892264,1.561428368
-0.007338417,1.23614587,21.83906127,-1.274186716,32.10289695,1.179365953,1.574590762
0.010956017,1.280556239,24.20974726,-0.952054071,22.64801867,0.722892264,1.561428368
0.000604948,14.68210646,22.33980395,-14.11107774,21.8596375,-3.605342016,1.583743082
0.002894576,-0.64152054,4.46373928,0.581969105,2.338870118,-11.54775927,10.54548438
0.005229655,1.620245397,24.20974726,-1.247491228,22.64801867,0.722892264,1.561428368
-0.018236784,1.422150193,21.83906127,-1.487973439,32.10289695,1.179365953,1.574590762
-0.011808959,7.522110899,27.82410651,-8.86049015,35.76400819,-3.176982476,1.403557444
0.005262292,12.87601933,22.33980395,-12.36453906,21.8596375,-3.605342016,1.583743082
0.009315439,12.2818332,22.33980395,-11.79625685,21.8596375,-3.605342016,1.583743082
0.009261664,0.301112527,11.90742305,-0.32501749,35.25117226,3.679976821,0.799427639
0.003777499,1.020938805,21.83906127,-1.024422654,32.10289695,1.179365953,1.574590762
-0.014116449,7.062908946,27.82410651,-8.247620541,35.76400819,-3.176982476,1.403557444
-9.00E-05,-1.268210573,4.46373928,1.08879524,2.338870118,-11.54775927,10.54548438
-0.009053928,7.406486846,27.82410651,-8.714641817,35.76400819,-3.176982476,1.403557444
0.009991289,3.563640629,27.82410651,-4.01878596,35.76400819,-3.176982476,1.403557444
0.002179514,0.335135369,11.90742305,-0.359365677,35.25117226,3.679976821,0.799427639
0.000622516,1.69555869,24.20974726,-1.292302728,22.64801867,0.722892264,1.561428368
-0.001570181,1.098416757,21.83906127,-1.117777661,32.10289695,1.179365953,1.574590762
0.014229771,10.58240588,22.33980395,-10.1279332,21.8596375,-3.605342016,1.583743082
-0.00270518,1.066897727,21.83906127,-1.07284487,32.10289695,1.179365953,1.574590762
0.003228733,12.60844645,22.33980395,-12.08159171,21.8596375,-3.605342016,1.583743082
0.010755372,-1.219236511,4.46373928,1.037324499,2.338870118,-11.54775927,10.54548438
-0.002983212,0.362043719,11.90742305,-0.426440213,35.25117226,3.679976821,0.799427639
-0.003038219,6.351677407,27.82410651,-7.424596595,35.76400819,-3.176982476,1.403557444
0.017887622,8.646229704,22.33980395,-8.243883282,21.8596375,-3.605342016,1.583743082
0.005776781,0.997394109,21.83906127,-1.01264804,32.10289695,1.179365953,1.574590762
0.008908806,15.22147464,22.33980395,-14.66423159,21.8596375,-3.605342016,1.583743082
-0.009145662,1.220834409,21.83906127,-1.251698901,32.10289695,1.179365953,1.574590762
0.005410669,-0.977034936,4.46373928,0.851256338,2.338870118,-11.54775927,10.54548438
-0.009341065,1.234803963,21.83906127,-1.279415362,32.10289695,1.179365953,1.574590762
0.006856003,0.096571197,4.599848934,-0.307710643,44.72868634,15.01396387,0.903234339
0.002280061,1.141827902,21.83906127,-1.215440866,32.10289695,1.179365953,1.574590762
0.003943083,0.993083017,21.83906127,-0.989048809,32.10289695,1.179365953,1.574590762
0.002199011,1.542822719,24.20974726,-1.150594496,22.64801867,0.722892264,1.561428368
0.005898653,1.480054531,24.20974726,-1.113368112,22.64801867,0.722892264,1.561428368
0.000300403,-1.009271262,4.46373928,0.883091282,2.338870118,-11.54775927,10.54548438
-0.000882273,1.104799752,21.83906127,-1.13333019,32.10289695,1.179365953,1.574590762
0.004371298,1.447609235,24.20974726,-1.076288117,22.64801867,0.722892264,1.561428368
-0.005781864,-1.222979108,4.46373928,1.055161471,2.338870118,-11.54775927,10.54548438
0.007641441,0.335660758,11.90742305,-0.40361048,35.25117226,3.679976821,0.799427639
-0.002732151,0.941450123,21.83906127,-0.872284304,32.10289695,1.179365953,1.574590762
-0.006828794,-1.243260262,4.46373928,1.07388323,2.338870118,-11.54775927,10.54548438
-0.010499982,-1.337334469,4.46373928,1.150621481,2.338870118,-11.54775927,10.54548438
0.002020189,-1.325930131,4.46373928,1.129974629,2.338870118,-11.54775927,10.54548438
0.002222942,1.784566302,24.20974726,-1.391535632,22.64801867,0.722892264,1.561428368
0.003058227,1.492840482,24.20974726,-1.120342673,22.64801867,0.722892264,1.561428368
-0.012216311,-1.3003542,4.46373928,1.123645946,2.338870118,-11.54775927,10.54548438
-0.004131181,1.192089496,21.83906127,-1.245219132,32.10289695,1.179365953,1.574590762
0.001335822,1.069224259,21.83906127,-1.080507158,32.10289695,1.179365953,1.574590762
-0.003976162,1.06666133,21.83906127,-1.062393816,32.10289695,1.179365953,1.574590762
-0.000236878,1.958636844,24.20974726,-1.553148173,22.64801867,0.722892264,1.561428368
-0.003991268,1.076528235,21.83906127,-1.066024849,32.10289695,1.179365953,1.574590762
-0.008691646,1.196219293,21.83906127,-1.225965386,32.10289695,1.179365953,1.574590762
-0.001230909,13.65956186,22.33980395,-13.11422551,21.8596375,-3.605342016,1.583743082
-0.018200778,-1.539164822,4.46373928,1.318306785,2.338870118,-11.54775927,10.54548438
-0.013687422,2.085234446,24.20974726,-1.629943532,22.64801867,0.722892264,1.561428368
0.006941156,-0.923095831,4.46373928,0.807207474,2.338870118,-11.54775927,10.54548438
0.006704507,1.400551889,24.20974726,-1.037063824,22.64801867,0.722892264,1.561428368
-0.009799204,-1.458004032,4.46373928,1.247887204,2.338870118,-11.54775927,10.54548438
-0.001901009,-1.251016285,4.46373928,1.075763667,2.338870118,-11.54775927,10.54548438
0.002042325,12.65960632,22.33980395,-12.14068222,21.8596375,-3.605342016,1.583743082
0.012403369,12.14007921,22.33980395,-11.65651286,21.8596375,-3.605342016,1.583743082
0.016219024,1.298700124,24.20974726,-0.975201474,22.64801867,0.722892264,1.561428368
0.00101268,0.963834969,21.83906127,-0.923097637,32.10289695,1.179365953,1.574590762
0.006140742,11.43249958,22.33980395,-10.94691149,21.8596375,-3.605342016,1.583743082
